List,Sector,Short Form,Category,For TV,Market Cap,,Ticker,Cap Type,,,,SNo,Stategy,Flagship 40 (F40),Emerging 40 (E40),Smartpick 200 (S200),All listed,,List,Method,Cap,LIst Update,Volatality,Reward,Priority in Opportunity
,,,,,,,ROSSELLIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ACSTECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PLAZACABLE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,COMFINTE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHREYANIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SURANI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517258,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524828,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TUNWAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505690,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ANYA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AMBAAUTO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DHARARAIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GOYALSALT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532362,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542628,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MURUDCERA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DENEERS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544623,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WORTHPERI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UCAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AIRAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511571,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MADHAVBAUG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDOUS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPEB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521167,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BTTL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JAINIK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JMA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ZEELEARN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506180,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NEAGI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544567,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NEOCHEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ABANSENT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WATERBASE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512109,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRIMECAB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,OPTIVALUE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523100,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,537839,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GILLANDERS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NITIRAJ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519216,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538714,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BASML,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504258,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,QUINT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RANASUG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TTL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530457,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544594,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544738,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AFFORDABLE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544549,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512149,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531069,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GJL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FILATFASH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526081,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531726,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHRITECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542862,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509953,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DAICHI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503635,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MKPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SUPREME,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544343,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FORCAS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RUDRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,QUESTLAB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AVPINFRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540874,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,id,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KHADIM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524636,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MHLXMIRU,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AARVI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544542,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ELGNZ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PILITA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531525,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INFOLLION,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BYKE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TAINWALCHM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIMCA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541083,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IVP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIRINCHI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DUCOL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PARSVNATH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514318,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AUSOMENT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544668,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544340,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIKKO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543937,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544387,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544165,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544694,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TRIGYN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SADHAV,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIJAYPD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500388,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539598,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531569,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511066,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASPINWALL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506979,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DURLAX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARVEE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532275,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NIKITA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539963,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532992,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512634,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VASWANI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TAMBOLIIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542694,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NRVANDANA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524506,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ENVIRO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539227,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,REXPIPES,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LANCORHOL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KAMOPAINTS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523373,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,516108,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544746,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,537669,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543346,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513502,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514470,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538451,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,id,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ISHANCH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544444,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PML,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523676,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540062,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BHARATGEAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544637,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544669,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531550,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RAJINDLTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HBESD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FWSTC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GLOBALPET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503804,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BEACON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ENFUSE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NIRAJ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SRTL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IPSL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MUNISH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRITIKA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542013,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526415,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544555,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,534796,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538546,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544151,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511644,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SUPERHOUSE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BRNL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KDL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KANCHI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TIPSFILMS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ROYALARC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538837,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GULFPETRO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523289,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531862,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504076,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517417,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ESCONET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHIGAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544707,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SDREAMS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506134,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CPCAP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519295,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INCREDIBLE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AKANKSHA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530313,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507621,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RAJPUTANA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530233,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ROCKINGDCE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506128,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BROOKS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544641,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ETML,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526073,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513456,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DEVIT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KRITIKA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CENTEXT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DCM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524592,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543976,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523248,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526703,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504646,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539255,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544687,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504903,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDTERRAIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EMMBI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MEGAFLEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523874,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARCHIDPLY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AKSHARCHEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,533007,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,QMSMEDI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514428,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MAHESHWARI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544511,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505299,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EMMIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526519,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NATCAPSUQ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDOWIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503663,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AVAILFC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BAIDFIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SURYALA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531658,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531306,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538817,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531289,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AVIANSH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHUBHSHREE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526827,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500028,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544468,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SADBHAV,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,METROGLOBL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531997,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EPWINDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524238,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EQUIPPP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544442,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523638,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UMIYA-MRO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RFBL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AMJLAND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DGCONTENT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,536493,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NECCLTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KORE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VLEGOV,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539528,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MARC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ESPRIT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,USHAFIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WINSOL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544616,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AVROIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544441,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524202,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MODTHREAD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PIONRINV,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JEYYAM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SMARTLINK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539196,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539275,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KEYFINSERV,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544708,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539288,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HPIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,XELPMOC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540192,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDBANK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,POSITRON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,537326,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504908,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539115,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517372,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540168,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524502,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PROFX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IBLFL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DTIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523309,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIGIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AVATAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540401,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524218,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,501391,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542579,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RUCHINFRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544514,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512099,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BARFLEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,id,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRAENG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JAYESH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MUKTAARTS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SALONA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RAPIDFLEET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,516003,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526731,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523054,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530741,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509026,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MAHAPEXLTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532056,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALPA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517172,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532102,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AERON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512277,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALPHAGEO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHBAJRG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543848,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HECPROJECT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539175,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BALPHARMA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LAGNAM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NARMADA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532384,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531260,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAMBHAAV,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532230,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MAGNUM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LAKSHYA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543499,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BHANDARI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IPHL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHAHALLOYS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540395,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507645,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BALAXI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523732,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526025,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ENSER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NEPHROCARE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ISFT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RAPPID,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RELIABLE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LATTEYS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531390,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544571,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544724,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543993,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540686,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIDDHIKA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531287,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AARTECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHYAMDHANI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517477,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MASTER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,535566,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MITCON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542910,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WOL3D,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531399,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRLIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505302,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EEPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAMPANN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544671,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CROWN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,534060,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GREENCHEF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,URAVIDEF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503816,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544105,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532879,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505827,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,REPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CORALFINAC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDIANCARD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPECTSTM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KREBSBIO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539219,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526211,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530077,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KHFM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SURANASOL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511260,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BHADORA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543753,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542803,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MANILAM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513369,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544482,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531673,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRAXIS,Small Cap,,,,,,,,,,,,,,,,,
